tourney_name,round,winner_name,loser_name,score,surface,year
Roland Garros,R128,Andre Agassi,Antony Dupuis,7-6(7) 6-3 6-4,Clay,2000
Roland Garros,R128,Karol Kucera,Oscar Serrano,6-1 6-2 6-1,Clay,2000
Roland Garros,R128,Jiri Vanek,Alberto Berasategui,6-1 6-1 6-7(5) 5-7 6-1,Clay,2000
Roland Garros,R128,Franco Squillari,Alexander Popp,3-6 6-3 6-2 6-0,Clay,2000
Roland Garros,R128,Nicolas Massu,Jacobo Diaz,6-4 6-3 6-3,Clay,2000
Roland Garros,R128,Jason Stoltenberg,Jiri Novak,6-4 6-3 3-6 6-1,Clay,2000
Roland Garros,R128,Juan Ignacio Chela,Todd Martin,4-6 6-3 6-4 6-4,Clay,2000
Roland Garros,R128,Younes El Aynaoui,Jean Rene Lisnard,3-6 2-6 6-4 6-3 6-1,Clay,2000
Roland Garros,R128,Lleyton Hewitt,Jeff Tarango,7-6(5) 7-6(3) 6-3,Clay,2000
Roland Garros,R128,Markus Hantschk,David Prinosil,6-2 6-7(7) 7-6(5) 6-4,Clay,2000
Roland Garros,R128,Attila Savolt,Martin Rodriguez,3-6 3-6 6-4 6-4 6-2,Clay,2000
Roland Garros,R128,Stefan Koubek,Galo Blanco,6-3 1-6 7-6(5) 6-2,Clay,2000
Roland Garros,R128,Albert Costa,Goran Ivanisevic,6-3 6-3 6-0,Clay,2000
Roland Garros,R128,Hernan Gumy,Carlos Moya,7-6(4) 6-2 4-6 3-6 6-3,Clay,2000
Roland Garros,R128,Gaston Gaudio,Arnaud Di Pasquale,6-2 6-3 6-2,Clay,2000
Roland Garros,R128,Thomas Enqvist,Christophe Rochus,6-2 6-0 6-0,Clay,2000
Roland Garros,R128,Magnus Norman,Thierry Guardiola,6-4 6-4 6-0,Clay,2000
Roland Garros,R128,Fabrice Santoro,Magnus Gustafsson,6-3 3-6 6-4 6-4,Clay,2000
Roland Garros,R128,Sargis Sargsian,Sjeng Schalken,5-7 3-6 7-6(1) 6-3 6-2,Clay,2000
Roland Garros,R128,Arnaud Clement,Nicolas Escude,7-6(6) 6-4 6-0,Clay,2000
Roland Garros,R128,Andrei Medvedev,Mikael Tillstrom,1-6 7-6(7) 7-6(5) 6-2,Clay,2000
Roland Garros,R128,Marc Rosset,Byron Black,7-5 7-5 6-0,Clay,2000
Roland Garros,R128,Agustin Calleri,Felix Mantilla,6-2 6-3 6-4,Clay,2000
Roland Garros,R128,Dominik Hrbaty,Jonas Bjorkman,6-3 6-2 6-1,Clay,2000
Roland Garros,R128,Marat Safin,George Bastl,6-7(4) 6-1 6-3 6-2,Clay,2000
Roland Garros,R128,Andrew Ilie,Guillaume Raoux,6-3 4-6 6-0 7-5,Clay,2000
Roland Garros,R128,Andrea Gaudenzi,John Van Lottum,6-3 3-6 7-6(3) 6-0,Clay,2000
Roland Garros,R128,Tommy Haas,Marcelo Rios,6-3 6-2 RET,Clay,2000
Roland Garros,R128,Juan Balcells,Sergi Bruguera,6-3 5-7 6-2 1-6 6-0,Clay,2000
Roland Garros,R128,Albert Portas,Andrei Pavel,6-2 7-6(1) 6-1,Clay,2000
Roland Garros,R128,Patrick Rafter,Gianluca Pozzi,6-3 6-1 6-1,Clay,2000
Roland Garros,R128,Cedric Pioline,Davide Sanguinetti,4-6 6-0 4-0 RET,Clay,2000
Roland Garros,R128,Gustavo Kuerten,Andreas Vinciguerra,6-0 6-0 6-3,Clay,2000
Roland Garros,R128,Marcelo Charpentier,Karim Alami,6-7(1) 6-4 6-3 1-6 6-3,Clay,2000
Roland Garros,R128,Thomas Johansson,Christian Ruud,7-6(4) 6-3 6-3,Clay,2000
Roland Garros,R128,Michael Chang,Adrian Voinea,6-1 6-2 2-6 6-3,Clay,2000
Roland Garros,R128,Wayne Ferreira,Rainer Schuettler,7-6(5) 4-6 6-3 6-2,Clay,2000
Roland Garros,R128,Guillermo Coria,Michael Llodra,6-3 6-7(6) 6-4 6-4,Clay,2000
Roland Garros,R128,Bohdan Ulihrach,Bjorn Phau,6-4 6-1 5-7 6-4,Clay,2000
Roland Garros,R128,Nicolas Lapentti,Julien Boutter,6-4 6-2 6-0,Clay,2000
Roland Garros,R128,Tim Henman,Vincent Spadea,7-5 7-5 6-4,Clay,2000
Roland Garros,R128,Christian Vinck,Tomas Behrend,6-1 6-4 6-4,Clay,2000
Roland Garros,R128,Fernando Vicente,Max Mirnyi,3-6 5-7 6-3 6-4 6-4,Clay,2000
Roland Garros,R128,Ronald Agenor,Paradorn Srichaphan,6-2 6-4 3-6 7-6(5),Clay,2000
Roland Garros,R128,Sebastien Grosjean,Richard Fromberg,6-4 6-2 1-6 6-1,Clay,2000
Roland Garros,R128,Federico Browne,Juan Antonio Marin,7-5 6-3 6-7(10) 6-1,Clay,2000
Roland Garros,R128,Mariano Zabaleta,Harel Levy,5-7 7-6(1) 6-4 6-4,Clay,2000
Roland Garros,R128,Yevgeny Kafelnikov,Ivan Ljubicic,6-4 6-4 3-6 3-6 6-4,Clay,2000
Roland Garros,R128,Jan Michael Gambill,Nicolas Kiefer,6-3 7-5 6-1,Clay,2000
Roland Garros,R128,Roger Federer,Wayne Arthurs,7-6(4) 6-3 1-6 6-3,Clay,2000
Roland Garros,R128,Orlin Stanoytchev,Stephane Huet,4-6 0-6 7-5 6-4 7-5,Clay,2000
Roland Garros,R128,Michel Kratochvil,Justin Gimelstob,6-4 6-7(3) 6-3 6-1,Clay,2000
Roland Garros,R128,Werner Eschauer,Cyril Saulnier,3-6 6-2 6-2 6-2,Clay,2000
Roland Garros,R128,Richard Krajicek,Tomas Zib,6-3 6-1 6-2,Clay,2000
Roland Garros,R128,Fernando Meligeni,Eric Prodon,2-6 6-4 6-3 7-5,Clay,2000
Roland Garros,R128,Alex Corretja,Alberto Martin,6-3 6-4 6-4,Clay,2000
Roland Garros,R128,Juan Carlos Ferrero,Jerome Golmard,6-4 6-3 6-2,Clay,2000
Roland Garros,R128,Slava Dosedel,Greg Rusedski,6-3 7-6(10) 7-6(4),Clay,2000
Roland Garros,R128,Mariano Puerta,Martin Damm Sr,7-6(4) 6-3 6-2,Clay,2000
Roland Garros,R128,Francisco Clavet,Guillermo Canas,6-2 6-0 6-3,Clay,2000
Roland Garros,R128,Hicham Arazi,Chris Woodruff,6-3 6-4 7-6(3),Clay,2000
Roland Garros,R128,Markus Hipfl,Nicolas Mahut,6-4 7-5 6-4,Clay,2000
Roland Garros,R128,Paul Goldstein,Andre Sa,6-1 6-1 7-6(7),Clay,2000
Roland Garros,R128,Mark Philippoussis,Pete Sampras,4-6 7-5 7-6(4) 4-6 8-6,Clay,2000
Roland Garros,R64,Karol Kucera,Andre Agassi,2-6 7-5 6-1 6-0,Clay,2000
Roland Garros,R64,Franco Squillari,Jiri Vanek,7-5 6-3 6-7(5) 6-4,Clay,2000
Roland Garros,R64,Jason Stoltenberg,Nicolas Massu,6-3 6-1 7-5,Clay,2000
Roland Garros,R64,Younes El Aynaoui,Juan Ignacio Chela,6-3 6-4 6-0,Clay,2000
Roland Garros,R64,Lleyton Hewitt,Markus Hantschk,2-6 6-3 3-6 6-2 6-3,Clay,2000
Roland Garros,R64,Attila Savolt,Stefan Koubek,3-6 7-5 6-0 5-2 DEF,Clay,2000
Roland Garros,R64,Albert Costa,Hernan Gumy,4-6 6-3 7-5 1-0 RET,Clay,2000
Roland Garros,R64,Thomas Enqvist,Gaston Gaudio,6-3 6-2 6-0,Clay,2000
Roland Garros,R64,Magnus Norman,Fabrice Santoro,6-1 6-4 6-2,Clay,2000
Roland Garros,R64,Sargis Sargsian,Arnaud Clement,6-7(5) 6-3 2-6 6-0 6-4,Clay,2000
Roland Garros,R64,Andrei Medvedev,Marc Rosset,6-1 6-2 6-2,Clay,2000
Roland Garros,R64,Agustin Calleri,Dominik Hrbaty,6-7(2) 6-1 6-4 6-4,Clay,2000
Roland Garros,R64,Marat Safin,Andrew Ilie,7-5 4-6 5-7 6-3 5-0 RET,Clay,2000
Roland Garros,R64,Tommy Haas,Andrea Gaudenzi,4-6 3-6 7-6(3) 7-6(4) 6-1,Clay,2000
Roland Garros,R64,Albert Portas,Juan Balcells,4-6 6-3 7-5 6-3,Clay,2000
Roland Garros,R64,Cedric Pioline,Patrick Rafter,7-6(5) 6-3 6-4,Clay,2000
Roland Garros,R64,Gustavo Kuerten,Marcelo Charpentier,7-6(5) 6-2 6-2,Clay,2000
Roland Garros,R64,Michael Chang,Thomas Johansson,7-6(2) 7-6(5) 2-6 6-3,Clay,2000
Roland Garros,R64,Wayne Ferreira,Guillermo Coria,6-3 6-1 4-6 7-5,Clay,2000
Roland Garros,R64,Nicolas Lapentti,Bohdan Ulihrach,7-6(4) 6-3 6-7(4) 6-3,Clay,2000
Roland Garros,R64,Tim Henman,Christian Vinck,6-2 6-4 7-6(3),Clay,2000
Roland Garros,R64,Fernando Vicente,Ronald Agenor,6-1 6-0 6-3,Clay,2000
Roland Garros,R64,Sebastien Grosjean,Federico Browne,6-1 6-3 2-6 6-7(6) 6-2,Clay,2000
Roland Garros,R64,Yevgeny Kafelnikov,Mariano Zabaleta,6-2 3-6 6-7(6) 6-4 6-4,Clay,2000
Roland Garros,R64,Roger Federer,Jan Michael Gambill,7-6(5) 6-3 6-3,Clay,2000
Roland Garros,R64,Michel Kratochvil,Orlin Stanoytchev,6-7(6) 7-5 6-2 6-1,Clay,2000
Roland Garros,R64,Richard Krajicek,Werner Eschauer,7-5 6-3 7-5,Clay,2000
Roland Garros,R64,Alex Corretja,Fernando Meligeni,4-6 6-3 6-3 4-6 6-3,Clay,2000
Roland Garros,R64,Juan Carlos Ferrero,Slava Dosedel,1-6 2-6 6-2 6-4 6-4,Clay,2000
Roland Garros,R64,Mariano Puerta,Francisco Clavet,6-2 6-1 6-3,Clay,2000
Roland Garros,R64,Hicham Arazi,Markus Hipfl,6-3 3-6 5-7 6-2 6-1,Clay,2000
Roland Garros,R64,Mark Philippoussis,Paul Goldstein,6-4 6-7(3) 6-0 6-2,Clay,2000
Roland Garros,R32,Franco Squillari,Karol Kucera,6-1 6-4 4-6 6-4,Clay,2000
Roland Garros,R32,Younes El Aynaoui,Jason Stoltenberg,6-4 5-5 RET,Clay,2000
Roland Garros,R32,Lleyton Hewitt,Attila Savolt,6-1 6-4 6-0,Clay,2000
Roland Garros,R32,Albert Costa,Thomas Enqvist,5-7 7-6(2) 6-1 3-6 6-4,Clay,2000
Roland Garros,R32,Magnus Norman,Sargis Sargsian,6-4 6-1 6-2,Clay,2000
Roland Garros,R32,Andrei Medvedev,Agustin Calleri,6-3 3-6 6-4 6-3,Clay,2000
Roland Garros,R32,Marat Safin,Tommy Haas,7-6(2) 6-3 6-3,Clay,2000
Roland Garros,R32,Cedric Pioline,Albert Portas,6-4 6-3 6-3,Clay,2000
Roland Garros,R32,Gustavo Kuerten,Michael Chang,6-3 6-7(9) 6-1 6-4,Clay,2000
Roland Garros,R32,Nicolas Lapentti,Wayne Ferreira,5-7 6-3 7-5 6-3,Clay,2000
Roland Garros,R32,Fernando Vicente,Tim Henman,7-5 4-6 6-4 4-6 6-3,Clay,2000
Roland Garros,R32,Yevgeny Kafelnikov,Sebastien Grosjean,6-3 6-1 5-7 6-4,Clay,2000
Roland Garros,R32,Roger Federer,Michel Kratochvil,7-6(5) 6-4 2-6 6-7(4) 8-6,Clay,2000
Roland Garros,R32,Alex Corretja,Richard Krajicek,4-6 6-2 6-3 6-2,Clay,2000
Roland Garros,R32,Juan Carlos Ferrero,Mariano Puerta,6-2 3-2 RET,Clay,2000
Roland Garros,R32,Mark Philippoussis,Hicham Arazi,6-2 6-1 3-6 6-3,Clay,2000
Roland Garros,R16,Franco Squillari,Younes El Aynaoui,6-4 6-1 6-3,Clay,2000
Roland Garros,R16,Albert Costa,Lleyton Hewitt,6-3 4-6 6-2 6-4,Clay,2000
Roland Garros,R16,Magnus Norman,Andrei Medvedev,6-0 6-4 6-2,Clay,2000
Roland Garros,R16,Marat Safin,Cedric Pioline,6-4 1-6 6-3 7-5,Clay,2000
Roland Garros,R16,Gustavo Kuerten,Nicolas Lapentti,6-3 6-4 7-6(4),Clay,2000
Roland Garros,R16,Yevgeny Kafelnikov,Fernando Vicente,5-7 6-3 5-7 7-6(4) 8-6,Clay,2000
Roland Garros,R16,Alex Corretja,Roger Federer,7-5 7-6(7) 6-2,Clay,2000
Roland Garros,R16,Juan Carlos Ferrero,Mark Philippoussis,6-2 6-2 3-6 6-3,Clay,2000
Roland Garros,QF,Franco Squillari,Albert Costa,6-4 6-4 2-6 6-4,Clay,2000
Roland Garros,QF,Magnus Norman,Marat Safin,6-4 6-3 4-6 7-5,Clay,2000
Roland Garros,QF,Gustavo Kuerten,Yevgeny Kafelnikov,6-3 3-6 4-6 6-4 6-2,Clay,2000
Roland Garros,QF,Juan Carlos Ferrero,Alex Corretja,6-4 6-4 6-2,Clay,2000
Roland Garros,SF,Magnus Norman,Franco Squillari,6-1 6-4 6-3,Clay,2000
Roland Garros,SF,Gustavo Kuerten,Juan Carlos Ferrero,7-5 4-6 2-6 6-4 6-3,Clay,2000
Roland Garros,F,Gustavo Kuerten,Magnus Norman,6-2 6-3 2-6 7-6(6),Clay,2000
Wimbledon,R128,Pete Sampras,Jiri Vanek,6-4 6-4 6-2,Grass,2000
Wimbledon,R128,Karol Kucera,Wayne Black,6-2 6-2 6-4,Grass,2000
Wimbledon,R128,Michael Llodra,Karim Alami,6-3 6-3 6-1,Grass,2000
Wimbledon,R128,Justin Gimelstob,Barry Cowan,6-3 6-4 6-7(5) 6-3,Grass,2000
Wimbledon,R128,Alberto Martin,Werner Eschauer,6-4 6-4 3-6 6-2,Grass,2000
Wimbledon,R128,Neville Godwin,Fernando Vicente,6-7(6) 6-1 3-6 6-2 8-6,Grass,2000
Wimbledon,R128,Jonas Bjorkman,Andrei Medvedev,6-4 6-3 6-3,Grass,2000
Wimbledon,R128,Slava Dosedel,Nicolas Lapentti,6-3 6-2 0-6 6-1,Grass,2000
Wimbledon,R128,Thomas Enqvist,Markus Hantschk,6-1 6-4 6-2,Grass,2000
Wimbledon,R128,Francisco Clavet,Hernan Gumy,6-3 6-3 6-3,Grass,2000
Wimbledon,R128,Harel Levy,Jason Stoltenberg,6-3 2-6 6-7(3) 6-4 6-4,Grass,2000
Wimbledon,R128,Christian Vinck,Nicolas Massu,7-5 4-6 7-6(6) 3-6 6-3,Grass,2000
Wimbledon,R128,Paul Goldstein,Julien Boutter,7-6(1) 6-3 6-4,Grass,2000
Wimbledon,R128,Jeff Tarango,Sebastien Grosjean,7-6(5) 3-6 6-4 6-4,Grass,2000
Wimbledon,R128,Fabrice Santoro,Andrea Gaudenzi,6-3 6-2 6-2,Grass,2000
Wimbledon,R128,Jan Michael Gambill,Lleyton Hewitt,6-3 6-2 7-5,Grass,2000
Wimbledon,R128,Magnus Norman,Mark Woodforde,6-4 6-2 2-0 RET,Grass,2000
Wimbledon,R128,Olivier Rochus,Richard Fromberg,4-6 6-3 3-6 7-6(4) 6-4,Grass,2000
Wimbledon,R128,Gianluca Pozzi,Jiri Novak,6-3 6-4 3-6 6-1,Grass,2000
Wimbledon,R128,Alex Obrien,Ivan Ljubicic,5-7 6-1 7-5 7-6(4),Grass,2000
Wimbledon,R128,Dominik Hrbaty,Mariano Zabaleta,6-4 6-2 7-5,Grass,2000
Wimbledon,R128,Byron Black,Andrew Ilie,6-3 5-7 7-6(4) 6-0,Grass,2000
Wimbledon,R128,Albert Portas,Tomas Zib,6-3 6-4 6-4,Grass,2000
Wimbledon,R128,Vincent Spadea,Greg Rusedski,6-3 6-7(5) 6-3 6-7(8) 9-7,Grass,2000
Wimbledon,R128,Richard Krajicek,Michael Kohlmann,3-6 6-1 6-4 7-6(3),Grass,2000
Wimbledon,R128,Wayne Ferreira,Wayne Arthurs,6-7(6) 6-3 7-6(5) 6-1,Grass,2000
Wimbledon,R128,Andrei Pavel,Alberto Berasategui,6-0 6-4 6-2,Grass,2000
Wimbledon,R128,Daniel Nestor,Miles Maclagan,4-6 7-6(3) 6-2 6-4,Grass,2000
Wimbledon,R128,Martin Lee,Juan Antonio Marin,6-2 6-4 7-6(3),Grass,2000
Wimbledon,R128,Younes El Aynaoui,Felix Mantilla,7-6(5) 6-3 6-4,Grass,2000
Wimbledon,R128,Vladimir Voltchkov,Juan Ignacio Chela,6-7(5) 6-3 3-6 6-3 6-0,Grass,2000
Wimbledon,R128,Cedric Pioline,Christian Ruud,7-6(4) 6-1 4-6 6-3,Grass,2000
Wimbledon,R128,Yevgeny Kafelnikov,Roger Federer,7-5 7-5 7-6(6),Grass,2000
Wimbledon,R128,Thomas Johansson,Fernando Meligeni,6-4 6-7(5) 6-3 6-2,Grass,2000
Wimbledon,R128,Magnus Gustafsson,Paul Kilderry,6-4 6-2 6-4,Grass,2000
Wimbledon,R128,Max Mirnyi,Bohdan Ulihrach,6-2 4-0 RET,Grass,2000
Wimbledon,R128,Rainer Schuettler,Carlos Moya,6-3 6-7(5) 6-3 6-2,Grass,2000
Wimbledon,R128,Nicolas Escude,Guillermo Canas,4-6 6-4 6-1 6-2,Grass,2000
Wimbledon,R128,Todd Woodbridge,Jan Siemerink,6-4 3-6 7-6(4) 6-2,Grass,2000
Wimbledon,R128,Patrick Rafter,Jamie Delgado,6-3 7-6(7) 6-1,Grass,2000
Wimbledon,R128,Tommy Haas,Nicolas Kiefer,5-7 6-4 6-2 6-3,Grass,2000
Wimbledon,R128,Andreas Vinciguerra,Laurence Tieleman,7-6(4) 6-1 6-7(7) 6-2,Grass,2000
Wimbledon,R128,Marc Rosset,Franco Squillari,7-5 6-3 7-6(4),Grass,2000
Wimbledon,R128,Arvind Parmar,Andre Sa,6-7(2) 6-3 4-6 6-2 6-3,Grass,2000
Wimbledon,R128,Alexander Popp,Ronald Agenor,0-6 7-5 7-6(10) 6-2,Grass,2000
Wimbledon,R128,Michael Chang,Gaston Gaudio,6-2 6-3 6-2,Grass,2000
Wimbledon,R128,Justin Bower,Davide Sanguinetti,6-3 7-6(1) 4-6 7-6(1),Grass,2000
Wimbledon,R128,Gustavo Kuerten,Chris Woodruff,6-4 6-7(5) 7-5 7-6(5),Grass,2000
Wimbledon,R128,Tim Henman,Paradorn Srichaphan,5-7 6-3 6-1 6-3,Grass,2000
Wimbledon,R128,Arnaud Clement,Goran Ivanisevic,6-3 3-6 6-3 6-4,Grass,2000
Wimbledon,R128,Hicham Arazi,Igor Gaudi,6-2 6-4 6-0,Grass,2000
Wimbledon,R128,Sebastien Lareau,Michael Russell,7-6(6) 6-2 1-6 6-2,Grass,2000
Wimbledon,R128,Sjeng Schalken,George Bastl,6-2 6-4 6-2,Grass,2000
Wimbledon,R128,Christophe Rochus,Mikael Tillstrom,4-6 7-6(7) 6-2 4-6 6-1,Grass,2000
Wimbledon,R128,Arnaud Di Pasquale,Markus Hipfl,4-6 6-4 6-4 6-7(5) 6-1,Grass,2000
Wimbledon,R128,Mark Philippoussis,Jurgen Melzer,6-4 7-6(3) 5-7 6-4,Grass,2000
Wimbledon,R128,Marat Safin,Galo Blanco,7-6(2) 6-3 6-4,Grass,2000
Wimbledon,R128,Martin Damm Sr,Dejan Petrovic,6-1 6-4 6-1,Grass,2000
Wimbledon,R128,David Prinosil,Sargis Sargsian,2-6 6-1 6-2 6-4,Grass,2000
Wimbledon,R128,Stephane Huet,Mahesh Bhupathi,6-7(5) 6-3 7-6(4) 6-1,Grass,2000
Wimbledon,R128,Jerome Golmard,Cyril Saulnier,7-5 6-4 6-4,Grass,2000
Wimbledon,R128,Stefan Koubek,Adrian Voinea,3-3 RET,Grass,2000
Wimbledon,R128,Todd Martin,Fredrik Jonsson,7-6(7) 7-6(1) 6-2,Grass,2000
Wimbledon,R128,Andre Agassi,Taylor Dent,2-6 6-3 6-0 4-0 RET,Grass,2000
Wimbledon,R64,Pete Sampras,Karol Kucera,7-6(9) 3-6 6-3 6-4,Grass,2000
Wimbledon,R64,Justin Gimelstob,Michael Llodra,7-6(3) 6-3 6-4,Grass,2000
Wimbledon,R64,Neville Godwin,Alberto Martin,7-5 6-4 6-3,Grass,2000
Wimbledon,R64,Jonas Bjorkman,Slava Dosedel,6-4 6-3 6-0,Grass,2000
Wimbledon,R64,Thomas Enqvist,Francisco Clavet,7-6(2) 7-6(6) 7-5,Grass,2000
Wimbledon,R64,Christian Vinck,Harel Levy,6-4 7-6(2) 7-5,Grass,2000
Wimbledon,R64,Paul Goldstein,Jeff Tarango,3-6 6-2 5-7 6-2 12-10,Grass,2000
Wimbledon,R64,Jan Michael Gambill,Fabrice Santoro,4-6 6-4 6-2 6-2,Grass,2000
Wimbledon,R64,Olivier Rochus,Magnus Norman,6-4 2-6 6-4 6-7(4) 6-1,Grass,2000
Wimbledon,R64,Gianluca Pozzi,Alex Obrien,7-6(6) 6-3 6-4,Grass,2000
Wimbledon,R64,Byron Black,Dominik Hrbaty,6-3 7-5 6-2,Grass,2000
Wimbledon,R64,Albert Portas,Vincent Spadea,6-4 6-3 6-3,Grass,2000
Wimbledon,R64,Wayne Ferreira,Richard Krajicek,5-7 6-3 6-3 7-6(3),Grass,2000
Wimbledon,R64,Andrei Pavel,Daniel Nestor,7-6(6) 7-5 4-6 6-0,Grass,2000
Wimbledon,R64,Younes El Aynaoui,Martin Lee,6-7(7) 6-2 6-2 6-2,Grass,2000
Wimbledon,R64,Vladimir Voltchkov,Cedric Pioline,6-3 6-3 2-6 3-6 6-4,Grass,2000
Wimbledon,R64,Thomas Johansson,Yevgeny Kafelnikov,6-1 7-6(0) 6-4,Grass,2000
Wimbledon,R64,Magnus Gustafsson,Max Mirnyi,6-4 6-3 6-1,Grass,2000
Wimbledon,R64,Rainer Schuettler,Nicolas Escude,6-4 7-6(3) 7-6(5),Grass,2000
Wimbledon,R64,Patrick Rafter,Todd Woodbridge,6-3 6-3 6-4,Grass,2000
Wimbledon,R64,Tommy Haas,Andreas Vinciguerra,6-3 7-6(3) 6-3,Grass,2000
Wimbledon,R64,Marc Rosset,Arvind Parmar,7-6(4) 7-5 6-3,Grass,2000
Wimbledon,R64,Alexander Popp,Michael Chang,7-6(5) 4-6 6-7(3) 6-3 8-6,Grass,2000
Wimbledon,R64,Gustavo Kuerten,Justin Bower,6-4 6-4 7-5,Grass,2000
Wimbledon,R64,Tim Henman,Arnaud Clement,6-4 6-4 6-4,Grass,2000
Wimbledon,R64,Hicham Arazi,Sebastien Lareau,6-3 3-6 6-7(6) 6-4 9-7,Grass,2000
Wimbledon,R64,Sjeng Schalken,Christophe Rochus,6-4 6-3 6-1,Grass,2000
Wimbledon,R64,Mark Philippoussis,Arnaud Di Pasquale,4-6 7-6(0) 6-3 6-0,Grass,2000
Wimbledon,R64,Martin Damm Sr,Marat Safin,7-5 7-6(4) 6-3,Grass,2000
Wimbledon,R64,David Prinosil,Stephane Huet,6-4 2-6 6-1 6-2,Grass,2000
Wimbledon,R64,Jerome Golmard,Stefan Koubek,7-6(4) 4-6 6-1 6-2,Grass,2000
Wimbledon,R64,Andre Agassi,Todd Martin,6-4 2-6 7-6(3) 2-6 10-8,Grass,2000
Wimbledon,R32,Pete Sampras,Justin Gimelstob,2-6 6-4 6-2 6-2,Grass,2000
Wimbledon,R32,Jonas Bjorkman,Neville Godwin,6-3 6-4 6-4,Grass,2000
Wimbledon,R32,Thomas Enqvist,Christian Vinck,6-3 6-7(4) 2-6 6-3 6-3,Grass,2000
Wimbledon,R32,Jan Michael Gambill,Paul Goldstein,7-6(10) 6-2 6-2,Grass,2000
Wimbledon,R32,Gianluca Pozzi,Olivier Rochus,6-3 3-6 7-6(3) 6-2,Grass,2000
Wimbledon,R32,Byron Black,Albert Portas,6-2 6-0 6-4,Grass,2000
Wimbledon,R32,Wayne Ferreira,Andrei Pavel,3-6 7-6(3) 7-5 6-3,Grass,2000
Wimbledon,R32,Vladimir Voltchkov,Younes El Aynaoui,7-6(4) 7-5 7-6(4),Grass,2000
Wimbledon,R32,Thomas Johansson,Magnus Gustafsson,6-7(3) 7-6(1) 6-4 5-7 6-3,Grass,2000
Wimbledon,R32,Patrick Rafter,Rainer Schuettler,6-2 7-6(2) 6-3,Grass,2000
Wimbledon,R32,Marc Rosset,Tommy Haas,6-4 3-6 6-3 3-6 9-7,Grass,2000
Wimbledon,R32,Alexander Popp,Gustavo Kuerten,7-6(6) 6-2 6-1,Grass,2000
Wimbledon,R32,Tim Henman,Hicham Arazi,6-3 6-3 6-3,Grass,2000
Wimbledon,R32,Mark Philippoussis,Sjeng Schalken,4-6 6-3 6-7(7) 7-6(4) 20-18,Grass,2000
Wimbledon,R32,David Prinosil,Martin Damm Sr,7-6(2) 3-6 7-6(0) 6-4,Grass,2000
Wimbledon,R32,Andre Agassi,Jerome Golmard,6-3 6-3 6-4,Grass,2000
Wimbledon,R16,Pete Sampras,Jonas Bjorkman,6-3 6-2 7-5,Grass,2000
Wimbledon,R16,Jan Michael Gambill,Thomas Enqvist,7-6(5) 3-6 6-3 6-4,Grass,2000
Wimbledon,R16,Byron Black,Gianluca Pozzi,4-6 7-6(5) 6-2 6-4,Grass,2000
Wimbledon,R16,Vladimir Voltchkov,Wayne Ferreira,6-3 6-4 7-6(0),Grass,2000
Wimbledon,R16,Patrick Rafter,Thomas Johansson,6-3 6-4 6-7(4) 6-1,Grass,2000
Wimbledon,R16,Alexander Popp,Marc Rosset,6-1 6-4 3-6 4-6 6-1,Grass,2000
Wimbledon,R16,Mark Philippoussis,Tim Henman,6-1 5-7 6-7(9) 6-3 6-4,Grass,2000
Wimbledon,R16,Andre Agassi,David Prinosil,6-4 6-3 6-3,Grass,2000
Wimbledon,QF,Pete Sampras,Jan Michael Gambill,6-4 6-7(4) 6-4 6-4,Grass,2000
Wimbledon,QF,Vladimir Voltchkov,Byron Black,7-6(2) 7-6(2) 6-4,Grass,2000
Wimbledon,QF,Patrick Rafter,Alexander Popp,6-3 6-2 7-6(1),Grass,2000
Wimbledon,QF,Andre Agassi,Mark Philippoussis,7-6(4) 6-3 6-4,Grass,2000
Wimbledon,SF,Pete Sampras,Vladimir Voltchkov,7-6(4) 6-2 6-4,Grass,2000
Wimbledon,SF,Patrick Rafter,Andre Agassi,7-5 4-6 7-5 4-6 6-3,Grass,2000
Wimbledon,F,Pete Sampras,Patrick Rafter,6-7(10) 7-6(5) 6-4 6-2,Grass,2000
US Open,R128,Andre Agassi,Alex Kim,6-4 6-2 6-0,Hard,2000
US Open,R128,Arnaud Clement,Gaston Gaudio,6-3 6-4 6-2,Hard,2000
US Open,R128,Hicham Arazi,Markus Hantschk,6-3 6-0 4-6 6-7(3) 6-4,Hard,2000
US Open,R128,Wayne Ferreira,Andrew Ilie,6-3 2-6 6-4 6-1,Hard,2000
US Open,R128,Arnaud Di Pasquale,Cedric Kauffmann,6-4 6-4 4-6 6-3,Hard,2000
US Open,R128,Andrei Pavel,Phillip King,6-3 6-4 6-3,Hard,2000
US Open,R128,Jerome Golmard,Wayne Black,6-2 6-2 6-2,Hard,2000
US Open,R128,Nicolas Lapentti,Bob Bryan,7-5 6-4 7-6(4),Hard,2000
US Open,R128,Lleyton Hewitt,Andreas Vinciguerra,2-6 7-5 6-3 6-3,Hard,2000
US Open,R128,Julien Boutter,Stephane Huet,7-6(3) 6-3 6-0,Hard,2000
US Open,R128,Jiri Novak,Alberto Martin,6-4 6-4 6-4,Hard,2000
US Open,R128,Byron Black,Taylor Dent,7-6(7) 6-3 7-5,Hard,2000
US Open,R128,Marcelo Rios,Nicolas Massu,6-3 7-5 1-6 7-6(6),Hard,2000
US Open,R128,Jens Knippschild,Barry Cowan,6-4 6-3 6-3,Hard,2000
US Open,R128,Chris Woodruff,John Van Lottum,6-2 6-3 6-0,Hard,2000
