tourney_name,round,winner_name,loser_name,score,surface,year
Roland Garros,R64,Lukas Rosol,Roberto Bautista Agut,6-4 6-2 6-2,Clay,2015
Roland Garros,R64,Teymuraz Gabashvili,Juan Monaco,6-3 6-4 6-2,Clay,2015
Roland Garros,R64,Jo-Wilfried Tsonga,Dudi Sela,6-4 6-1 6-1,Clay,2015
Roland Garros,R64,Pablo Andujar,Philipp Kohlschreiber,6-1 7-6(5) 3-6 3-6 6-4,Clay,2015
Roland Garros,R64,Benoit Paire,Fabio Fognini,6-1 6-3 7-5,Clay,2015
Roland Garros,R64,Tomas Berdych,Radek Stepanek,6-3 6-7(7) 6-3 6-3,Clay,2015
Roland Garros,R64,Stan Wawrinka,Dusan Lajovic,6-3 6-4 5-7 6-3,Clay,2015
Roland Garros,R64,Steve Johnson,Sergiy Stakhovsky,2-6 6-3 7-6(5) 7-6(6),Clay,2015
Roland Garros,R64,Nicolas Mahut,Ernests Gulbis,6-3 3-6 7-5 6-3,Clay,2015
Roland Garros,R64,Gilles Simon,Martin Klizan,7-5 6-2 6-3,Clay,2015
Roland Garros,R64,Gael Monfils,Diego Schwartzman,4-6 6-4 4-6 6-2 6-3,Clay,2015
Roland Garros,R64,Pablo Cuevas,Dominic Thiem,7-6(7) 7-5 6-7(5) 7-5,Clay,2015
Roland Garros,R64,Damir Dzumhur,Marcos Baghdatis,6-4 6-3 4-6 6-2,Clay,2015
Roland Garros,R64,Roger Federer,Marcel Granollers,6-2 7-6(1) 6-3,Clay,2015
Roland Garros,R32,Novak Djokovic,Thanasi Kokkinakis,6-4 6-4 6-4,Clay,2015
Roland Garros,R32,Richard Gasquet,Kevin Anderson,4-6 7-6(4) 7-5 6-4,Clay,2015
Roland Garros,R32,Jack Sock,Borna Coric,6-2 6-1 6-4,Clay,2015
Roland Garros,R32,Rafael Nadal,Andrey Kuznetsov,6-1 6-3 6-2,Clay,2015
Roland Garros,R32,Andy Murray,Nick Kyrgios,6-4 6-2 6-3,Clay,2015
Roland Garros,R32,Jeremy Chardy,David Goffin,6-3 6-4 6-2,Clay,2015
Roland Garros,R32,Marin Cilic,Leonardo Mayer,6-3 6-2 6-4,Clay,2015
Roland Garros,R32,David Ferrer,Simone Bolelli,6-3 1-6 5-7 6-0 6-1,Clay,2015
Roland Garros,R32,Kei Nishikori,Benjamin Becker,W/O,Clay,2015
Roland Garros,R32,Teymuraz Gabashvili,Lukas Rosol,6-4 6-4 6-4,Clay,2015
Roland Garros,R32,Jo-Wilfried Tsonga,Pablo Andujar,7-6(3) 6-4 6-3,Clay,2015
Roland Garros,R32,Tomas Berdych,Benoit Paire,6-1 6-7(5) 6-3 6-4,Clay,2015
Roland Garros,R32,Stan Wawrinka,Steve Johnson,6-4 6-3 6-2,Clay,2015
Roland Garros,R32,Gilles Simon,Nicolas Mahut,6-2 6-7(6) 6-7(6) 6-3 6-1,Clay,2015
Roland Garros,R32,Gael Monfils,Pablo Cuevas,4-6 7-6(1) 3-6 6-4 6-3,Clay,2015
Roland Garros,R32,Roger Federer,Damir Dzumhur,6-4 6-3 6-2,Clay,2015
Roland Garros,R16,Novak Djokovic,Richard Gasquet,6-1 6-2 6-3,Clay,2015
Roland Garros,R16,Rafael Nadal,Jack Sock,6-3 6-1 5-7 6-2,Clay,2015
Roland Garros,R16,Andy Murray,Jeremy Chardy,6-4 3-6 6-3 6-2,Clay,2015
Roland Garros,R16,David Ferrer,Marin Cilic,6-2 6-2 6-4,Clay,2015
Roland Garros,R16,Kei Nishikori,Teymuraz Gabashvili,6-3 6-4 6-2,Clay,2015
Roland Garros,R16,Jo-Wilfried Tsonga,Tomas Berdych,6-3 6-2 6-7(5) 6-3,Clay,2015
Roland Garros,R16,Stan Wawrinka,Gilles Simon,6-1 6-4 6-2,Clay,2015
Roland Garros,R16,Roger Federer,Gael Monfils,6-3 4-6 6-4 6-1,Clay,2015
Roland Garros,QF,Novak Djokovic,Rafael Nadal,7-5 6-3 6-1,Clay,2015
Roland Garros,QF,Andy Murray,David Ferrer,7-6(4) 6-2 5-7 6-1,Clay,2015
Roland Garros,QF,Jo-Wilfried Tsonga,Kei Nishikori,6-1 6-4 4-6 3-6 6-3,Clay,2015
Roland Garros,QF,Stan Wawrinka,Roger Federer,6-4 6-3 7-6(4),Clay,2015
Roland Garros,SF,Novak Djokovic,Andy Murray,6-3 6-3 5-7 5-7 6-1,Clay,2015
Roland Garros,SF,Stan Wawrinka,Jo-Wilfried Tsonga,6-3 6-7(1) 7-6(3) 6-4,Clay,2015
Roland Garros,F,Stan Wawrinka,Novak Djokovic,4-6 6-4 6-3 6-4,Clay,2015
Wimbledon,R128,Novak Djokovic,Philipp Kohlschreiber,6-4 6-4 6-4,Grass,2015
Wimbledon,R128,Jarkko Nieminen,Lleyton Hewitt,3-6 6-3 4-6 6-0 11-9,Grass,2015
Wimbledon,R128,Pierre Hugues Herbert,Hyeon Chung,1-6 6-2 3-6 6-2 10-8,Grass,2015
Wimbledon,R128,Bernard Tomic,Jan Lennard Struff,6-3 3-6 2-6 6-2 6-3,Grass,2015
Wimbledon,R128,Leonardo Mayer,Thanasi Kokkinakis,7-6(7) 7-6(3) 6-4,Grass,2015
Wimbledon,R128,Marcel Granollers,Janko Tipsarevic,6-3 6-4 6-2,Grass,2015
Wimbledon,R128,Marsel Ilhan,Jerzy Janowicz,7-6(4) 6-4 6-7(4) 6-3,Grass,2015
Wimbledon,R128,Kevin Anderson,Lucas Pouille,6-2 7-5 3-6 6-3,Grass,2015
Wimbledon,R128,Marin Cilic,Hiroki Moriya,6-3 6-2 7-6(4),Grass,2015
Wimbledon,R128,Ricardas Berankis,Andreas Haider Maurer,6-2 5-2 RET,Grass,2015
Wimbledon,R128,Matthew Ebden,Blaz Rola,6-2 6-1 6-4,Grass,2015
Wimbledon,R128,John Isner,Go Soeda,7-6(5) 6-4 6-4,Grass,2015
Wimbledon,R128,Denis Kudla,Pablo Cuevas,6-7(4) 4-6 6-3 6-2 6-2,Grass,2015
Wimbledon,R128,Alexander Zverev,Teymuraz Gabashvili,6-3 1-6 6-3 3-6 9-7,Grass,2015
Wimbledon,R128,Santiago Giraldo,Joao Souza,6-4 6-3 6-2,Grass,2015
Wimbledon,R128,Kei Nishikori,Simone Bolelli,6-3 6-7(4) 6-2 3-6 6-3,Grass,2015
Wimbledon,R128,Stan Wawrinka,Joao Sousa,6-2 7-5 7-6(3),Grass,2015
Wimbledon,R128,Victor Estrella,Benjamin Becker,5-7 6-1 6-4 6-4,Grass,2015
Wimbledon,R128,Fernando Verdasco,Martin Klizan,4-6 6-2 6-3 6-7(5) 13-11,Grass,2015
Wimbledon,R128,Dominic Thiem,Dudi Sela,2-6 6-3 6-4 6-4,Grass,2015
Wimbledon,R128,John Millman,Tommy Robredo,6-2 6-3 6-4,Grass,2015
Wimbledon,R128,Marcos Baghdatis,Donald Young,5-7 6-2 6-4 6-4,Grass,2015
Wimbledon,R128,Liam Broady,Marinko Matosevic,5-7 4-6 6-3 6-2 6-3,Grass,2015
Wimbledon,R128,David Goffin,Horacio Zeballos,7-6(4) 6-1 6-1,Grass,2015
Wimbledon,R128,Grigor Dimitrov,Federico Delbonis,6-3 6-0 6-4,Grass,2015
Wimbledon,R128,Steve Johnson,Lukas Lacko,6-3 6-7(5) 4-6 6-1 6-4,Grass,2015
Wimbledon,R128,Kenny De Schepper,John Patrick Smith,4-6 4-6 7-6(4) 6-4 6-4,Grass,2015
Wimbledon,R128,Richard Gasquet,Luke Saville,6-3 6-2 6-2,Grass,2015
Wimbledon,R128,Nick Kyrgios,Diego Schwartzman,6-0 6-2 7-6(6),Grass,2015
Wimbledon,R128,Juan Monaco,Florian Mayer,6-1 6-2 6-4,Grass,2015
Wimbledon,R128,Tommy Haas,Dusan Lajovic,6-2 6-3 4-6 6-2,Grass,2015
Wimbledon,R128,Milos Raonic,Daniel Gimeno Traver,6-2 6-3 3-6 7-6(4),Grass,2015
Wimbledon,R128,James Ward,Luca Vanni,6-7(4) 6-2 6-4 6-3,Grass,2015
Wimbledon,R128,Jiri Vesely,Paolo Lorenzi,7-6(7) 7-6(6) 6-4,Grass,2015
Wimbledon,R128,Vasek Pospisil,Vincent Millot,7-6(2) 3-6 6-7(4) 7-6(4) 6-3,Grass,2015
Wimbledon,R128,Fabio Fognini,Tim Smyczek,6-4 6-3 6-2,Grass,2015
Wimbledon,R128,Viktor Troicki,Aleksandr Nedovyesov,6-1 6-4 3-6 6-3,Grass,2015
Wimbledon,R128,Aljaz Bedene,Radek Stepanek,7-5 1-6 4-6 6-3 6-4,Grass,2015
Wimbledon,R128,Dustin Brown,Yen Hsun Lu,3-6 6-3 7-5 6-4,Grass,2015
Wimbledon,R128,Rafael Nadal,Thomaz Bellucci,6-4 6-2 6-4,Grass,2015
Wimbledon,R128,Jo-Wilfried Tsonga,Gilles Muller,7-6(8) 6-7(3) 6-4 3-6 6-2,Grass,2015
Wimbledon,R128,Albert Ramos,Denis Istomin,6-2 6-2 3-2 RET,Grass,2015
Wimbledon,R128,Alexandr Dolgopolov,Kyle Edmund,7-6(4) 6-1 6-2,Grass,2015
Wimbledon,R128,Ivo Karlovic,Elias Ymer,6-7(2) 6-2 6-4 7-6(2),Grass,2015
Wimbledon,R128,Andreas Seppi,Brydan Klein,6-3 6-2 6-2,Grass,2015
Wimbledon,R128,Borna Coric,Sergiy Stakhovsky,4-6 7-6(5) 6-2 1-6 9-7,Grass,2015
Wimbledon,R128,Robin Haase,Alejandro Falla,6-2 3-6 6-4 6-2,Grass,2015
Wimbledon,R128,Andy Murray,Mikhail Kukushkin,6-4 7-6(3) 6-4,Grass,2015
Wimbledon,R128,Tomas Berdych,Jeremy Chardy,6-2 6-7(8) 7-6(3) 7-6(5),Grass,2015
Wimbledon,R128,Nicolas Mahut,Filip Krajinovic,7-6(4) 6-4 3-6 7-5,Grass,2015
Wimbledon,R128,Lukas Rosol,Ernests Gulbis,7-6(2) 6-3 7-6(4),Grass,2015
Wimbledon,R128,Pablo Andujar,Guillermo Garcia Lopez,3-6 6-4 3-6 7-5 6-4,Grass,2015
Wimbledon,R128,Gael Monfils,Pablo Carreno Busta,6-4 6-4 7-5,Grass,2015
Wimbledon,R128,Adrian Mannarino,Michael Berrer,6-7(4) 6-0 6-4 6-1,Grass,2015
Wimbledon,R128,Blaz Kavcic,Yuichi Sugita,7-6(3) 6-3 7-6(5),Grass,2015
Wimbledon,R128,Gilles Simon,Nicolas Almagro,6-4 6-4 7-5,Grass,2015
Wimbledon,R128,Feliciano Lopez,Steve Darcis,6-2 7-6(4) 6-4,Grass,2015
Wimbledon,R128,Nikoloz Basilashvili,Facundo Bagnis,6-4 7-6(3) 6-2,Grass,2015
Wimbledon,R128,Benoit Paire,Mikhail Youzhny,6-4 6-4 6-3,Grass,2015
Wimbledon,R128,Roberto Bautista Agut,Ruben Bemelmans,6-1 6-3 7-6(6),Grass,2015
Wimbledon,R128,Sam Groth,Jack Sock,6-3 3-6 6-3 6-3,Grass,2015
Wimbledon,R128,James Duckworth,Malek Jaziri,7-6(2) 6-2 3-6 3-6 7-5,Grass,2015
Wimbledon,R128,Sam Querrey,Igor Sijsling,7-5 6-3 6-4,Grass,2015
Wimbledon,R128,Roger Federer,Damir Dzumhur,6-1 6-3 6-3,Grass,2015
Wimbledon,R64,Novak Djokovic,Jarkko Nieminen,6-4 6-2 6-3,Grass,2015
Wimbledon,R64,Bernard Tomic,Pierre Hugues Herbert,7-6(3) 6-4 7-6(5),Grass,2015
Wimbledon,R64,Leonardo Mayer,Marcel Granollers,6-3 7-6(4) 6-3,Grass,2015
Wimbledon,R64,Kevin Anderson,Marsel Ilhan,6-7(5) 7-6(6) 6-4 6-4,Grass,2015
Wimbledon,R64,Marin Cilic,Ricardas Berankis,6-3 4-6 7-6(6) 4-6 7-5,Grass,2015
Wimbledon,R64,John Isner,Matthew Ebden,6-2 7-6(8) 6-4,Grass,2015
Wimbledon,R64,Denis Kudla,Alexander Zverev,6-3 3-6 7-6(2) 6-4,Grass,2015
Wimbledon,R64,Santiago Giraldo,Kei Nishikori,W/O,Grass,2015
Wimbledon,R64,Stan Wawrinka,Victor Estrella,6-3 6-4 7-5,Grass,2015
Wimbledon,R64,Fernando Verdasco,Dominic Thiem,5-7 6-4 5-7 6-3 6-4,Grass,2015
Wimbledon,R64,Marcos Baghdatis,John Millman,6-7(5) 2-6 6-3 6-2 6-4,Grass,2015
Wimbledon,R64,David Goffin,Liam Broady,7-6(3) 6-1 6-1,Grass,2015
Wimbledon,R64,Grigor Dimitrov,Steve Johnson,7-6(8) 6-2 7-6(2),Grass,2015
Wimbledon,R64,Richard Gasquet,Kenny De Schepper,6-0 6-3 6-3,Grass,2015
Wimbledon,R64,Nick Kyrgios,Juan Monaco,7-6(5) 6-3 6-4,Grass,2015
Wimbledon,R64,Milos Raonic,Tommy Haas,6-0 6-2 6-7(5) 7-6(4),Grass,2015
Wimbledon,R64,James Ward,Jiri Vesely,6-2 7-6(4) 3-6 6-3,Grass,2015
Wimbledon,R64,Vasek Pospisil,Fabio Fognini,6-3 6-4 1-6 6-3,Grass,2015
Wimbledon,R64,Viktor Troicki,Aljaz Bedene,6-4 3-6 6-2 6-4,Grass,2015
Wimbledon,R64,Dustin Brown,Rafael Nadal,7-5 3-6 6-4 6-4,Grass,2015
Wimbledon,R64,Jo-Wilfried Tsonga,Albert Ramos,6-3 6-4 6-4,Grass,2015
Wimbledon,R64,Ivo Karlovic,Alexandr Dolgopolov,5-7 6-3 6-4 6-7(4) 13-11,Grass,2015
Wimbledon,R64,Andreas Seppi,Borna Coric,4-6 6-4 6-7(3) 6-1 6-1,Grass,2015
Wimbledon,R64,Andy Murray,Robin Haase,6-1 6-1 6-4,Grass,2015
Wimbledon,R64,Tomas Berdych,Nicolas Mahut,6-1 6-4 6-4,Grass,2015
Wimbledon,R64,Pablo Andujar,Lukas Rosol,6-4 1-6 4-6 7-6(4) 6-4,Grass,2015
Wimbledon,R64,Gael Monfils,Adrian Mannarino,7-6(5) 6-3 7-5,Grass,2015
Wimbledon,R64,Gilles Simon,Blaz Kavcic,6-1 6-1 6-7(5) 6-1,Grass,2015
Wimbledon,R64,Nikoloz Basilashvili,Feliciano Lopez,7-5 3-6 6-3 2-6 6-4,Grass,2015
Wimbledon,R64,Roberto Bautista Agut,Benoit Paire,2-6 4-6 6-3 6-3 6-3,Grass,2015
Wimbledon,R64,Sam Groth,James Duckworth,7-5 6-4 7-6(6),Grass,2015
Wimbledon,R64,Roger Federer,Sam Querrey,6-4 6-2 6-2,Grass,2015
Wimbledon,R32,Novak Djokovic,Bernard Tomic,6-3 6-3 6-3,Grass,2015
Wimbledon,R32,Kevin Anderson,Leonardo Mayer,6-4 7-6(6) 6-3,Grass,2015
Wimbledon,R32,Marin Cilic,John Isner,7-6(4) 6-7(6) 6-4 6-7(4) 12-10,Grass,2015
Wimbledon,R32,Denis Kudla,Santiago Giraldo,6-2 6-7(3) 2-6 6-1 6-3,Grass,2015
Wimbledon,R32,Stan Wawrinka,Fernando Verdasco,6-4 6-3 6-4,Grass,2015
Wimbledon,R32,David Goffin,Marcos Baghdatis,6-3 6-4 6-2,Grass,2015
Wimbledon,R32,Richard Gasquet,Grigor Dimitrov,6-3 6-4 6-4,Grass,2015
Wimbledon,R32,Nick Kyrgios,Milos Raonic,5-7 7-5 7-6(3) 6-3,Grass,2015
Wimbledon,R32,Vasek Pospisil,James Ward,6-4 3-6 2-6 6-3 8-6,Grass,2015
Wimbledon,R32,Viktor Troicki,Dustin Brown,6-4 7-6(3) 4-6 6-3,Grass,2015
Wimbledon,R32,Ivo Karlovic,Jo-Wilfried Tsonga,7-6(3) 4-6 7-6(2) 7-6(9),Grass,2015
Wimbledon,R32,Andy Murray,Andreas Seppi,6-2 6-2 1-6 6-1,Grass,2015
Wimbledon,R32,Tomas Berdych,Pablo Andujar,4-6 6-0 6-3 7-6(3),Grass,2015
Wimbledon,R32,Gilles Simon,Gael Monfils,3-6 6-3 7-6(6) 2-6 6-2,Grass,2015
Wimbledon,R32,Roberto Bautista Agut,Nikoloz Basilashvili,7-6(4) 6-0 6-1,Grass,2015
Wimbledon,R32,Roger Federer,Sam Groth,6-4 6-4 6-7(5) 6-2,Grass,2015
Wimbledon,R16,Novak Djokovic,Kevin Anderson,6-7(6) 6-7(6) 6-1 6-4 7-5,Grass,2015
Wimbledon,R16,Marin Cilic,Denis Kudla,6-4 4-6 6-3 7-5,Grass,2015
Wimbledon,R16,Stan Wawrinka,David Goffin,7-6(3) 7-6(7) 6-4,Grass,2015
Wimbledon,R16,Richard Gasquet,Nick Kyrgios,7-5 6-1 6-7(7) 7-6(6),Grass,2015
Wimbledon,R16,Vasek Pospisil,Viktor Troicki,4-6 6-7(4) 6-4 6-3 6-3,Grass,2015
Wimbledon,R16,Andy Murray,Ivo Karlovic,7-6(7) 6-4 5-7 6-4,Grass,2015
Wimbledon,R16,Gilles Simon,Tomas Berdych,6-3 6-3 6-2,Grass,2015
Wimbledon,R16,Roger Federer,Roberto Bautista Agut,6-2 6-2 6-3,Grass,2015
Wimbledon,QF,Novak Djokovic,Marin Cilic,6-4 6-4 6-4,Grass,2015
Wimbledon,QF,Richard Gasquet,Stan Wawrinka,6-4 4-6 3-6 6-4 11-9,Grass,2015
Wimbledon,QF,Andy Murray,Vasek Pospisil,6-4 7-5 6-4,Grass,2015
Wimbledon,QF,Roger Federer,Gilles Simon,6-3 7-5 6-2,Grass,2015
Wimbledon,SF,Novak Djokovic,Richard Gasquet,7-6(2) 6-4 6-4,Grass,2015
Wimbledon,SF,Roger Federer,Andy Murray,7-5 7-5 6-4,Grass,2015
Wimbledon,F,Novak Djokovic,Roger Federer,7-6(1) 6-7(10) 6-4 6-3,Grass,2015
US Open,R128,Novak Djokovic,Joao Souza,6-1 6-1 6-1,Hard,2015
US Open,R128,Andreas Haider Maurer,Vasek Pospisil,6-4 3-6 6-7(0) 6-0 6-1,Hard,2015
US Open,R128,Teymuraz Gabashvili,Pablo Andujar,7-6(6) 0-6 4-6 6-4 RET,Hard,2015
US Open,R128,Andreas Seppi,Tommy Paul,6-4 6-0 7-5,Hard,2015
US Open,R128,Roberto Bautista Agut,Pierre Hugues Herbert,6-3 6-2 7-6(7),Hard,2015
US Open,R128,Pablo Carreno Busta,Jerzy Janowicz,6-3 4-6 6-2 6-4,Hard,2015
US Open,R128,Ricardas Berankis,Joao Sousa,6-2 6-2 4-6 2-6 7-6(4),Hard,2015
US Open,R128,David Goffin,Simone Bolelli,6-4 6-1 6-2,Hard,2015
US Open,R128,Milos Raonic,Tim Smyczek,6-4 7-6(8) 6-1,Hard,2015
US Open,R128,Fernando Verdasco,Tommy Haas,3-6 6-1 6-7(3) 6-3 6-1,Hard,2015
US Open,R128,Mardy Fish,Marco Cecchinato,6-7(5) 6-3 6-1 6-3,Hard,2015
US Open,R128,Feliciano Lopez,Nikoloz Basilashvili,7-6(5) 6-1 6-3,Hard,2015
US Open,R128,Fabio Fognini,Steve Johnson,2-6 6-3 6-4 7-6(2),Hard,2015
US Open,R128,Pablo Cuevas,Dudi Sela,6-2 3-6 6-4 6-1,Hard,2015
US Open,R128,Diego Schwartzman,Elias Ymer,6-3 6-2 6-2,Hard,2015
US Open,R128,Rafael Nadal,Borna Coric,6-3 6-2 4-6 6-4,Hard,2015
US Open,R128,Benoit Paire,Kei Nishikori,6-4 3-6 4-6 7-6(6) 6-4,Hard,2015
US Open,R128,Marsel Ilhan,Radek Stepanek,6-0 2-6 6-4 3-2 RET,Hard,2015
US Open,R128,Sam Groth,Alexandr Dolgopolov,4-6 6-1 7-5 RET,Hard,2015
US Open,R128,Tommy Robredo,Michael Berrer,6-2 6-2 6-4,Hard,2015
US Open,R128,Jo-Wilfried Tsonga,Jarkko Nieminen,6-3 6-1 6-1,Hard,2015
US Open,R128,Marcel Granollers,Lukas Lacko,6-2 6-3 6-1,Hard,2015
US Open,R128,Sergiy Stakhovsky,John Millman,6-1 3-6 7-6(3) 6-4,Hard,2015
US Open,R128,Illya Marchenko,Gael Monfils,2-6 6-4 5-0 RET,Hard,2015
US Open,R128,Marin Cilic,Guido Pella,6-3 7-6(3) 7-6(3),Hard,2015
US Open,R128,Evgeny Donskoy,Lucas Pouille,6-2 6-7(3) 6-2 6-4,Hard,2015
US Open,R128,Mikhail Kukushkin,Yen Hsun Lu,6-3 6-3 3-0 RET,Hard,2015
US Open,R128,Grigor Dimitrov,Matthew Ebden,6-4 6-2 6-4,Hard,2015
US Open,R128,Jeremy Chardy,Ryan Shane,6-2 6-1 6-7(6) 6-2,Hard,2015
US Open,R128,Martin Klizan,Florian Mayer,6-7(5) 6-3 6-3 3-0 RET,Hard,2015
US Open,R128,Filip Krajinovic,Alejandro Gonzalez,6-4 6-0 6-4,Hard,2015
US Open,R128,David Ferrer,Radu Albot,4-6 7-5 6-1 6-0,Hard,2015
US Open,R128,Stan Wawrinka,Albert Ramos,7-5 6-4 7-6(6),Hard,2015
US Open,R128,Hyeon Chung,James Duckworth,6-3 6-1 6-2,Hard,2015
US Open,R128,Ruben Bemelmans,Gilles Muller,6-4 1-6 6-4 6-4,Hard,2015
US Open,R128,Jack Sock,Victor Estrella,6-2 6-3 6-2,Hard,2015
US Open,R128,Viktor Troicki,Frances Tiafoe,7-5 6-4 6-3,Hard,2015
US Open,R128,Rajeev Ram,Ryan Harrison,7-6(3) 6-4 6-1,Hard,2015
US Open,R128,Aljaz Bedene,Ernests Gulbis,3-6 6-4 3-0 RET,Hard,2015
US Open,R128,Donald Young,Gilles Simon,2-6 4-6 6-4 6-4 6-4,Hard,2015
US Open,R128,Kevin Anderson,Andrey Rublev,7-6(1) 6-7(5) 7-5 6-3,Hard,2015
US Open,R128,Austin Krajicek,Santiago Giraldo,3-6 7-6(6) 7-6(6) 7-6(1),Hard,2015
US Open,R128,Denis Istomin,Benjamin Becker,6-7(9) 6-4 6-4 6-1,Hard,2015
US Open,R128,Dominic Thiem,Daniel Gimeno Traver,7-5 6-3 7-5,Hard,2015
US Open,R128,Thomaz Bellucci,James Ward,6-1 7-5 6-3,Hard,2015
US Open,R128,Yoshihito Nishioka,Paul Henri Mathieu,6-4 2-6 6-7(7) 6-1 6-2,Hard,2015
US Open,R128,Adrian Mannarino,Konstantin Kravchuk,7-6(6) 6-4 6-1,Hard,2015
US Open,R128,Andy Murray,Nick Kyrgios,7-5 6-3 4-6 6-1,Hard,2015
US Open,R128,Tomas Berdych,Bjorn Fratangelo,6-3 6-2 6-4,Hard,2015
US Open,R128,Jurgen Melzer,Denis Kudla,6-3 7-5 6-1,Hard,2015
US Open,R128,Nicolas Mahut,Sam Querrey,7-5 7-6(6) 7-5,Hard,2015
US Open,R128,Guillermo Garcia Lopez,Janko Tipsarevic,7-6(4) 4-6 4-6 6-3 6-1,Hard,2015
US Open,R128,Bernard Tomic,Damir Dzumhur,5-7 7-6(4) 6-4 6-3,Hard,2015
US Open,R128,Lleyton Hewitt,Aleksandr Nedovyesov,6-0 7-6(2) 1-0 RET,Hard,2015
US Open,R128,Robin Haase,Dustin Brown,4-6 4-6 6-3 7-5 6-4,Hard,2015
US Open,R128,Richard Gasquet,Thanasi Kokkinakis,4-6 6-1 4-6 6-3 2-0 RET,Hard,2015
US Open,R128,John Isner,Malek Jaziri,6-2 6-3 6-4,Hard,2015
US Open,R128,Mikhail Youzhny,John Patrick Smith,6-1 3-6 7-5 7-6(4),Hard,2015
US Open,R128,Jiri Vesely,Paolo Lorenzi,6-4 6-4 6-4,Hard,2015
US Open,R128,Ivo Karlovic,Federico Delbonis,6-3 7-5 7-5,Hard,2015
US Open,R128,Philipp Kohlschreiber,Alexander Zverev,6-7(0) 6-2 6-0 2-6 6-4,Hard,2015
US Open,R128,Lukas Rosol,Jared Donaldson,7-6(7) 6-0 7-6(4),Hard,2015
US Open,R128,Steve Darcis,Marcos Baghdatis,6-7(2) 6-3 6-2 3-1 RET,Hard,2015
US Open,R128,Roger Federer,Leonardo Mayer,6-1 6-2 6-2,Hard,2015
US Open,R64,Novak Djokovic,Andreas Haider Maurer,6-4 6-1 6-2,Hard,2015
US Open,R64,Andreas Seppi,Teymuraz Gabashvili,3-6 6-3 7-6(3) 6-1,Hard,2015
US Open,R64,Roberto Bautista Agut,Pablo Carreno Busta,4-6 6-4 6-0 2-6 6-4,Hard,2015
US Open,R64,David Goffin,Ricardas Berankis,5-7 6-4 3-6 6-2 6-1,Hard,2015
US Open,R64,Milos Raonic,Fernando Verdasco,6-2 6-4 6-7(5) 7-6(1),Hard,2015
US Open,R64,Feliciano Lopez,Mardy Fish,2-6 6-3 1-6 7-5 6-3,Hard,2015
US Open,R64,Fabio Fognini,Pablo Cuevas,6-3 6-4 6-4,Hard,2015
US Open,R64,Rafael Nadal,Diego Schwartzman,7-6(5) 6-3 7-5,Hard,2015
US Open,R64,Benoit Paire,Marsel Ilhan,6-3 3-6 6-4 6-3,Hard,2015
US Open,R64,Tommy Robredo,Sam Groth,6-4 7-6(3) 6-4,Hard,2015
US Open,R64,Jo-Wilfried Tsonga,Marcel Granollers,6-3 6-4 6-3,Hard,2015
US Open,R64,Sergiy Stakhovsky,Illya Marchenko,6-4 7-6(2) 4-6 6-4,Hard,2015
US Open,R64,Marin Cilic,Evgeny Donskoy,6-2 6-3 7-5,Hard,2015
US Open,R64,Mikhail Kukushkin,Grigor Dimitrov,6-3 7-6(2) 2-6 4-6 6-4,Hard,2015
US Open,R64,Jeremy Chardy,Martin Klizan,7-5 6-4 7-6(1),Hard,2015
US Open,R64,David Ferrer,Filip Krajinovic,7-5 7-5 7-6(4),Hard,2015
US Open,R64,Stan Wawrinka,Hyeon Chung,7-6(2) 7-6(4) 7-6(6),Hard,2015
US Open,R64,Ruben Bemelmans,Jack Sock,4-6 4-6 6-3 2-1 RET,Hard,2015
US Open,R64,Viktor Troicki,Rajeev Ram,7-6(10) 6-4 3-6 6-3,Hard,2015
US Open,R64,Donald Young,Aljaz Bedene,3-6 6-4 6-4 6-2,Hard,2015
US Open,R64,Kevin Anderson,Austin Krajicek,6-3 6-4 6-2,Hard,2015
US Open,R64,Dominic Thiem,Denis Istomin,6-4 6-4 1-0 RET,Hard,2015
US Open,R64,Thomaz Bellucci,Yoshihito Nishioka,6-0 6-3 6-4,Hard,2015
US Open,R64,Andy Murray,Adrian Mannarino,5-7 4-6 6-1 6-3 6-1,Hard,2015
US Open,R64,Tomas Berdych,Jurgen Melzer,7-6(2) 6-1 6-3,Hard,2015
US Open,R64,Guillermo Garcia Lopez,Nicolas Mahut,6-4 6-2 6-7(4) 6-1,Hard,2015
US Open,R64,Bernard Tomic,Lleyton Hewitt,6-3 6-2 3-6 5-7 7-5,Hard,2015
US Open,R64,Richard Gasquet,Robin Haase,4-6 6-3 7-6(4) 6-4,Hard,2015
US Open,R64,John Isner,Mikhail Youzhny,6-3 6-4 6-4,Hard,2015
US Open,R64,Jiri Vesely,Ivo Karlovic,7-6(3) 3-6 3-6 6-2 7-6(4),Hard,2015
US Open,R64,Philipp Kohlschreiber,Lukas Rosol,7-6(4) 6-2 6-2,Hard,2015
US Open,R64,Roger Federer,Steve Darcis,6-1 6-2 6-1,Hard,2015
US Open,R32,Novak Djokovic,Andreas Seppi,6-3 7-5 7-5,Hard,2015
US Open,R32,Roberto Bautista Agut,David Goffin,2-6 5-7 6-3 3-1 RET,Hard,2015
US Open,R32,Feliciano Lopez,Milos Raonic,6-2 7-6(4) 6-3,Hard,2015
US Open,R32,Fabio Fognini,Rafael Nadal,3-6 4-6 6-4 6-3 6-4,Hard,2015
US Open,R32,Benoit Paire,Tommy Robredo,7-6(3) 6-1 6-1,Hard,2015
